Tm (°C),GC (%)
134.42,51.59
136.036,53.26
134.531,55.14
136.373,53.99
136.341,54.65
135.435,52.28
131.754,47.14
133.395,47.46
127.578,40.56
131.801,44.19
135.538,52.25
134.006,54.5
134.342,49.51
134.906,50.68
135.368,51.9
133.527,48.09
133.43,48.65
132.107,48.84
134.0,49.08
134.988,52.36
133.919,49.91
132.046,45.78
134.983,50.93
132.51,46.67
135.526,52.53
134.613,49.84
134.784,50.18
131.513,45.01
129.59,43.84
133.712,50.23
132.537,47.97
134.937,53.65
135.429,52.22
134.41,50.72
134.205,51.79
134.056,51.82
128.555,47.86
134.57,49.7
135.203,53.79
131.45,50.0
133.779,49.8
134.799,53.67
134.781,52.06
133.535,50.13
134.066,52.61
133.874,49.81
131.56,46.35
133.826,51.08
131.508,47.45
133.393,54.17
134.206,51.58
134.647,51.0
133.111,49.85
132.413,49.1
135.676,53.16
132.228,48.18
135.304,52.97
134.649,51.27
135.271,55.45
132.882,47.86
130.39,41.72
129.531,44.62
135.928,53.16
135.181,50.73
133.636,49.68
134.767,53.33
133.283,51.04
133.781,51.11
135.628,55.3
133.161,47.3
133.739,48.46
133.335,52.97
136.313,55.5
131.536,49.25
136.699,54.58
136.577,56.34
137.118,55.54
136.243,54.15
132.211,50.23
135.555,52.76
134.09,51.36
133.972,49.61
136.024,52.8
136.376,54.22
135.457,53.55
135.27,52.9
131.67,51.19
134.487,51.13
135.392,51.86
136.756,54.44
135.581,55.96
136.37,54.89
136.708,54.88
127.765,41.67
136.718,54.93
136.364,54.45
136.415,54.95
134.838,51.37
135.609,52.64
135.472,52.83
134.749,51.33
134.026,49.1
136.348,54.08
136.256,54.09
133.176,47.49
136.49,54.51
134.394,52.1
134.924,53.06
135.848,54.63
137.368,57.36
137.256,55.66
134.326,50.8
136.176,53.15
134.835,51.57
134.847,53.23
135.668,53.01
134.749,49.86
136.136,53.3
137.534,56.91
136.256,54.86
133.656,49.69
137.734,56.89
131.7,48.68
136.869,54.78
134.341,54.85
133.523,47.78
136.85,56.16
136.551,55.7
135.025,52.43
136.104,53.45
136.912,54.96
135.774,52.09
136.648,54.14
132.266,48.75
132.377,46.5
138.349,59.28
135.001,50.86
136.765,54.85
136.282,54.81
136.139,54.27
134.452,53.21
136.685,54.71
132.347,45.77
133.302,47.03
133.707,47.45
135.293,50.9
136.759,54.95
135.66,52.39
136.665,54.41
136.194,53.18
136.334,54.26
134.202,50.34
134.806,50.31
137.005,55.63
133.844,49.81
136.251,54.22
135.291,52.59
134.866,50.77
134.7,52.15
127.357,32.68
136.692,54.58
133.995,50.79
136.773,56.05
137.996,58.36
135.953,53.78
136.841,55.86
136.073,53.38
134.434,50.33
136.954,56.58
136.243,54.69
137.399,56.65
136.838,55.77
136.143,53.78
136.005,56.25
131.98,45.27
132.442,49.44
136.371,54.35
136.065,54.04
135.976,53.45
136.612,55.9
136.187,53.51
135.615,53.77
130.574,44.81
133.553,50.56
136.706,56.3
138.296,58.3
133.289,52.03
134.617,51.05
134.725,51.79
137.102,55.96
135.143,51.43
131.787,46.03
132.878,45.89
135.883,53.94
134.728,50.85
133.537,52.33
132.196,49.21
136.295,55.5
136.992,55.58
135.262,54.8
137.89,57.54
135.3,54.14
136.048,54.79
138.259,58.17
137.095,57.44
138.863,60.34
137.496,59.14
136.966,56.56
136.718,55.04
136.771,56.63
136.242,53.59
137.935,58.41
138.717,60.55
138.418,60.0
136.98,56.38
135.867,55.72
130.921,41.77
133.603,49.58
130.189,43.62
134.779,50.18
136.532,54.34
132.093,48.52
134.202,49.48
130.819,43.89
129.783,42.75
136.149,53.78
137.606,56.47
138.369,59.27
129.517,37.15
128.355,34.33
133.488,47.39
136.803,55.28
136.253,53.67
132.215,47.62
133.036,48.51
135.299,51.36
137.979,58.96
136.766,54.63
136.32,54.69
136.262,53.81
133.293,50.0
136.329,54.03
134.385,51.88
128.717,35.66
132.166,45.5
129.566,39.36
134.285,49.37
135.159,50.73
135.56,52.68
135.247,51.35
134.209,50.91
137.206,57.53
135.459,52.35
133.66,48.38
132.035,45.14
128.915,39.53
130.28,42.94
132.484,46.25
126.933,32.95
132.119,48.39
136.281,54.06
136.181,52.92
131.153,42.39
130.58,40.73
136.489,54.32
134.189,48.71
136.456,54.06
133.163,47.76
135.307,51.95
135.788,53.06
136.999,55.63
136.215,53.28
135.389,52.6
137.163,56.56
136.488,54.24
135.392,51.75
135.695,52.05
136.461,54.56
137.134,55.43
137.173,55.44
130.002,46.03
134.426,49.17
130.83,47.92
135.848,52.56
130.469,53.7
132.768,45.36
137.16,56.42
136.972,56.0
138.108,58.91
136.95,55.88
135.392,51.49
134.995,50.47
134.431,51.22
133.59,47.63
131.204,42.65
132.626,46.86
135.133,51.21
134.205,49.93
134.367,50.89
134.274,51.47
136.685,54.33
137.345,57.73
135.37,52.1
134.337,50.21
130.415,43.99
131.742,49.3
127.508,38.97
137.092,55.41
136.753,55.59
131.857,47.33
133.246,46.89
130.008,41.1
129.51,40.94
136.582,54.5
134.736,50.11
131.857,43.5
133.592,47.15
136.294,54.06
134.123,48.77
133.214,47.15
136.008,52.78
135.708,52.55
135.333,53.8
135.428,52.57
136.547,54.46
136.74,54.59
133.819,48.85
133.393,47.28
134.877,50.66
131.472,45.99
136.666,54.65
134.964,50.69
134.899,50.69
137.379,56.21
137.278,56.25
135.135,52.55
138.743,59.03
126.284,31.82
135.706,52.68
133.849,51.24
136.283,53.5
135.665,52.57
134.61,51.36
131.595,49.05
133.51,50.41
128.686,36.94
135.209,50.37
136.872,55.07
135.993,54.05
136.888,55.5
135.679,54.64
135.676,53.16
137.312,56.76
134.283,51.28
133.01,51.19
133.543,49.77
136.103,53.27
137.528,56.98
135.565,52.6
132.904,46.02
135.421,52.14
136.4,54.3
129.049,36.88
135.026,51.34
136.141,53.87
134.541,50.05
128.588,35.24
129.283,37.01
126.609,30.67
126.371,30.79
126.843,31.25
133.172,47.12
133.816,48.09
133.227,46.74
136.276,53.91
134.99,52.92
135.986,53.95
127.277,40.48
133.649,53.16
133.241,47.68
136.108,53.56
135.65,54.68
135.134,52.6
135.426,53.12
137.146,57.04
135.985,53.82
133.264,47.27
135.435,53.24
135.956,52.82
133.658,48.88
134.091,53.26
136.503,53.96
136.513,55.71
137.672,56.82
134.54,50.29
136.374,54.23
136.777,55.03
136.484,54.09
135.643,51.79
134.549,49.6
133.658,47.63
133.513,51.11
135.531,53.01
135.204,54.4
134.411,51.42
131.998,50.51
135.504,55.56
134.235,51.97
136.677,58.33
138.238,58.48
136.08,54.35
127.858,37.99
126.434,36.04
129.124,39.22
133.455,47.5
133.416,47.11
129.892,39.9
128.504,35.23
130.232,39.23
131.926,42.6
127.543,34.82
134.394,49.02
131.417,43.46
126.609,33.33
130.027,40.63
129.329,37.47
127.03,35.2
132.388,44.37
130.986,40.53
125.186,30.23
132.267,48.33
130.16,42.06
128.62,36.82
128.055,36.18
129.58,37.36
127.875,35.75
128.024,36.47
126.442,33.06
124.931,28.54
127.993,34.01
127.551,33.46
127.993,38.52
127.209,33.03
125.454,28.75
126.558,31.67
125.573,31.75
124.723,31.96
129.859,41.4
130.962,41.1
128.844,36.51
130.089,52.78
130.256,45.89
134.115,49.13
133.049,46.76
130.254,43.54
135.764,52.7
129.934,41.81
131.092,45.06
134.66,52.32
136.709,54.61
136.041,53.23
136.863,55.3
137.738,57.29
137.353,58.04
128.461,35.05
126.094,33.02
127.648,34.99
128.212,35.47
131.965,47.77
137.361,56.25
132.316,59.6
124.967,43.33
137.243,56.37
134.997,52.81
133.51,50.41
133.967,51.72
133.153,48.67
135.654,52.21
136.121,53.21
131.647,43.18
135.79,52.68
135.632,52.07
135.088,52.02
135.953,52.83
133.101,48.72
132.282,46.86
134.734,55.17
136.45,54.4
134.97,50.99
131.208,42.77
134.546,50.43
133.868,50.88
136.966,54.99
136.518,54.75
136.467,54.59
136.209,53.63
131.14,51.77
135.455,55.66
136.296,53.67
137.364,56.48
120.46,36.0
135.042,50.78
133.312,46.71
135.602,52.38
135.351,52.08
135.175,52.13
135.203,52.91
136.289,53.89
134.617,51.05
127.218,31.22
121.241,28.15
135.117,52.07
135.493,52.84
137.088,56.45
136.547,55.0
135.005,51.1
132.021,43.77
133.517,47.43
134.327,48.52
132.007,44.94
136.31,53.61
135.979,53.1
135.643,55.0
136.743,54.95
135.842,53.47
136.118,53.31
134.397,51.12
134.942,52.87
134.096,54.17
134.473,50.25
134.235,51.97
133.658,48.88
136.665,54.44
133.587,49.77
134.042,50.76
136.977,55.99
135.978,53.03
134.653,49.77
135.354,51.26
132.519,47.38
135.324,51.39
135.859,53.31
135.616,52.86
135.488,52.47
134.706,50.45
134.325,49.02
133.901,49.21
133.762,48.45
132.665,48.67
135.039,50.69
129.831,53.54
136.52,54.22
132.488,49.62
136.458,54.84
137.394,56.24
138.518,59.16
137.655,57.83
136.326,53.86
133.243,51.06
130.511,42.22
136.286,53.46
136.25,53.67
135.703,52.53
133.652,51.21
128.18,49.02
134.86,50.48
128.28,40.64
134.329,49.37
135.789,53.01
135.491,52.17
136.305,54.0
135.988,53.46
136.387,54.76
136.356,55.26
136.543,54.73
136.021,53.32
135.79,52.96
135.686,52.4
135.7,53.44
136.192,53.61
135.284,51.54
135.931,52.78
136.64,54.89
136.141,53.67
135.534,53.04
136.947,55.97
135.764,52.02
134.694,53.89
132.695,51.96
136.295,54.67
136.621,55.79
136.116,54.07
136.689,55.93
138.12,57.88
133.613,47.95
133.326,47.58
135.46,52.37
126.828,32.93
126.799,31.45
126.253,33.67
134.717,50.68
135.072,53.21
134.99,51.38
136.887,55.01
135.004,52.17
134.74,51.53
136.003,53.57
134.946,51.44
136.363,54.67
137.286,56.81
137.258,55.75
136.182,54.41
135.928,53.94
135.991,53.08
135.175,52.12
136.725,56.44
134.751,49.91
130.878,45.56
136.037,55.23
135.044,51.74
136.092,54.28
133.862,50.1
135.434,51.67
135.407,52.85
137.79,57.73
137.007,55.16
135.986,53.15
136.469,55.77
135.949,52.96
134.865,52.2
133.378,48.67
134.432,50.94
131.03,45.93
133.789,48.23
133.241,47.85
131.304,41.65
132.653,45.55
135.789,52.03
134.879,51.82
134.96,52.66
136.022,53.2
137.484,56.74
136.431,54.57
136.117,53.4
136.246,53.45
133.818,48.95
131.858,43.53
132.821,45.5
131.043,42.03
132.558,44.73
135.808,52.67
136.308,53.51
133.821,48.52
133.703,48.17
135.977,53.22
135.855,53.47
136.756,55.63
136.939,56.08
135.489,52.8
134.075,50.0
134.685,50.63
135.625,54.79
136.66,55.31
128.804,36.24
130.766,40.98
130.901,47.03
130.144,44.44
136.634,55.27
135.106,52.36
136.745,55.59
137.015,54.97
135.62,53.0
132.658,45.36
134.591,49.46
135.431,52.1
136.952,55.42
133.919,50.56
132.762,45.23
133.383,50.79
136.643,55.52
137.105,55.95
136.721,54.83
134.908,51.25
134.328,49.63
135.731,53.95
135.514,52.44
135.141,52.3
136.589,54.59
134.909,51.65
133.812,49.9
135.247,51.94
136.138,54.0
134.767,50.61
133.819,48.81
135.442,52.73
133.87,49.5
133.158,48.75
131.857,47.33
130.807,43.12
135.422,52.74
137.067,56.18
136.505,54.27
134.79,50.95
131.363,47.5
131.606,43.86
130.1,40.0
134.57,51.85
136.086,53.94
135.709,52.48
134.585,51.6
137.599,57.78
135.341,51.95
137.755,56.98
131.742,49.3
138.541,58.54
123.443,28.27
128.739,40.14
134.933,52.05
133.851,51.89
136.614,54.87
138.436,58.57
135.432,52.41
137.306,55.89
136.22,54.3
135.302,52.91
136.334,54.26
135.697,53.7
137.011,55.08
133.161,50.16
136.119,52.96
136.554,55.18
135.624,55.85
135.707,53.17
134.882,50.17
137.234,55.58
135.255,51.56
135.936,53.43
136.341,54.91
137.364,56.48
136.921,55.99
135.582,52.11
136.044,53.47
135.295,51.48
135.202,52.34
133.211,49.72
135.052,51.14
134.779,49.86
135.034,51.52
133.13,46.55
134.247,49.38
132.238,44.55
135.997,53.33
135.364,54.69
134.64,51.65
134.439,51.98
134.97,51.77
134.833,52.41
131.787,46.17
136.076,52.54
136.622,53.86
130.725,42.79
136.774,55.29
137.861,58.63
133.576,54.23
137.127,56.88
137.362,57.86
137.115,55.54
133.484,49.27
135.652,53.23
137.088,56.15
137.673,58.48
133.26,48.05
132.052,48.35
135.621,53.62
135.059,53.52
136.601,54.61
137.257,56.26
138.014,58.14
137.225,55.97
135.065,53.38
134.518,50.11
135.342,51.37
137.023,55.71
135.956,52.79
129.876,37.77
136.196,54.42
137.487,56.03
137.022,55.45
136.064,54.49
135.951,53.17
131.265,43.5
131.09,46.59
136.573,54.14
136.828,55.73
129.02,42.34
135.045,56.08
134.26,53.55
131.0,45.79
130.394,43.88
134.662,51.79
132.938,47.51
135.011,52.62
133.733,49.61
132.269,45.83
126.06,36.56
129.295,40.54
129.927,45.45
130.511,44.11
136.931,57.45
135.733,55.16
136.349,56.09
137.688,59.91
136.196,59.65
135.072,55.02
135.91,57.39
137.633,58.76
137.343,56.22
138.231,58.43
137.041,55.73
136.544,56.75
137.752,57.69
136.953,56.01
137.005,58.66
136.912,58.1
137.03,57.4
135.289,56.91
137.22,56.02
135.82,56.01
137.18,58.28
138.588,59.06
137.403,56.59
138.445,59.38
136.536,55.93
136.561,57.08
137.435,56.97
134.18,50.45
134.73,50.66
131.708,44.64
129.479,44.12
133.96,49.91
135.331,51.13
130.055,46.45
132.623,50.41
129.737,40.22
131.74,49.75
133.008,46.88
135.69,53.26
132.138,45.86
133.847,50.74
134.999,51.55
134.099,49.05
135.296,52.12
132.953,50.55
136.37,54.07
135.387,51.45
136.893,60.91
136.165,54.93
137.563,57.99
136.628,54.27
133.308,49.39
134.465,49.32
135.029,50.97
136.653,55.02
135.507,51.98
136.003,53.75
127.395,32.01
134.833,52.41
135.108,51.66
137.019,55.12
134.315,52.3
135.0,52.22
136.886,55.35
128.862,42.38
135.243,53.29
128.117,34.56
135.932,53.37
132.338,49.79
135.514,52.44
136.113,53.39
136.853,55.56
135.802,52.85
124.556,28.61
134.025,49.44
134.319,51.8
133.711,50.98
137.379,55.9
137.264,58.1
134.406,53.9
132.592,44.68
133.623,51.23
134.674,52.26
137.251,56.22
137.251,56.0
127.686,32.95
136.853,55.03
132.862,49.52
137.545,56.56
135.857,52.75
135.853,54.5
137.307,57.59
137.472,57.26
137.449,56.5
134.403,52.34
134.928,52.09
136.028,53.27
134.043,49.57
136.585,54.14
137.129,55.83
136.709,54.48
136.691,55.23
131.863,47.83
135.913,52.57
136.389,55.23
137.718,57.78
136.392,54.82
135.172,52.34
137.008,56.16
137.178,56.51
137.654,57.07
137.981,57.51
135.267,55.15
138.551,60.34
137.08,58.45
138.105,60.04
139.348,61.57
138.754,61.09
138.875,61.13
137.988,58.75
139.398,61.78
139.478,63.25
138.914,62.69
139.296,62.26
139.381,62.31
136.411,54.57
138.112,59.19
133.957,50.68
131.605,46.13
135.44,51.32
137.301,57.0
134.792,50.1
136.393,54.41
135.509,53.21
134.74,49.88
136.503,54.41
130.655,41.08
136.049,52.8
134.435,49.94
135.912,52.95
133.151,46.17
136.211,55.08
136.545,54.28
135.599,52.2
134.035,49.44
134.887,50.25
131.302,47.62
129.198,41.39
126.646,34.68
125.194,35.06
133.891,47.89
135.412,51.65
133.95,47.72
134.525,49.59
131.498,42.04
135.594,53.82
136.541,54.24
133.39,50.44
135.689,52.46
134.374,49.13
132.796,47.59
135.364,51.71
132.486,48.98
136.197,53.43
135.725,55.93
132.398,45.06
135.799,53.06
134.046,50.09
131.795,54.76
129.632,47.62
134.496,53.46
135.472,53.75
134.786,50.44
135.033,54.17
133.081,48.99
135.76,53.61
137.331,56.11
135.39,52.15
133.725,47.53
137.353,55.75
136.132,53.97
136.175,53.94
135.466,53.66
136.046,53.51
137.795,57.4
134.449,51.73
136.749,55.01
137.475,56.44
135.891,53.42
132.551,48.87
136.193,53.71
137.072,55.87
135.895,53.33
131.377,48.99
136.274,53.89
133.134,48.83
136.955,54.95
136.798,56.15
128.727,38.31
134.557,50.79
132.935,46.97
130.785,43.36
133.855,49.3
135.853,53.01
136.752,54.8
133.2,51.09
132.533,48.48
135.503,52.93
134.524,50.53
135.548,52.39
135.949,53.0
133.396,50.98
135.203,53.55
137.029,56.99
137.504,57.54
136.634,55.9
131.12,46.01
134.634,52.78
133.773,51.75
133.318,52.63
133.518,49.56
131.492,43.91
131.929,45.83
135.308,51.7
136.293,55.24
136.391,55.56
135.578,52.09
135.45,53.09
136.793,55.59
135.964,53.77
136.172,56.69
134.747,49.74
136.641,55.74
128.914,36.42
135.055,52.61
129.067,43.0
134.85,50.37
135.716,53.83
136.206,53.4
137.006,54.84
133.826,51.46
132.684,50.4
135.335,55.56
134.431,51.22
134.687,50.47
137.056,55.62
137.726,57.77
135.263,51.81
134.791,50.65
136.887,55.31
135.166,52.9
136.534,54.47
133.085,49.1
134.057,50.75
136.332,53.53
136.105,53.2
136.744,54.92
136.002,53.69
136.037,52.65
134.462,52.45
133.384,49.13
135.924,53.53
130.352,50.37
132.357,47.22
135.92,54.06
133.995,49.83
133.484,49.45
127.269,31.58
135.283,51.84
133.532,49.88
133.861,50.0
129.481,37.43
137.074,55.15
135.434,54.28
136.869,55.16
136.579,54.86
136.261,54.11
136.21,53.56
136.588,55.0
133.382,46.41
134.828,54.13
136.102,54.05
129.076,39.42
133.235,50.15
133.32,48.93
134.951,52.28
130.407,39.56
132.05,44.44
134.131,50.98
134.038,49.15
134.36,49.88
129.101,40.45
129.872,38.5
129.266,37.85
129.918,38.11
130.704,39.52
134.629,48.87
135.057,50.23
135.865,51.96
136.296,52.93
134.891,50.02
135.456,57.32
133.697,48.01
132.275,44.35
131.371,42.96
131.259,43.12
132.73,46.73
134.68,51.73
134.092,50.6
132.011,44.49
134.268,48.35
133.659,49.34
134.918,52.58
134.43,49.94
136.04,53.27
136.412,54.35
137.895,57.7
135.739,53.58
130.169,39.71
132.804,48.35
137.124,56.1
135.159,53.46
135.292,52.63
132.967,47.94
134.758,49.25
136.349,54.2
132.138,44.48
128.915,35.42
134.438,54.31
136.777,55.99
136.002,53.39
135.572,52.2
136.498,54.5
133.736,48.53
136.884,55.27
132.227,52.73
131.832,43.65
132.084,43.81
135.384,55.26
131.416,41.71
134.936,50.48
134.695,49.45
126.861,35.44
127.749,33.04
136.23,54.23
132.092,50.49
137.45,56.25
129.238,38.49
136.457,54.05
135.487,51.91
133.275,47.1
135.282,51.81
135.585,51.66
133.961,50.3
134.674,50.95
136.607,56.48
134.468,51.69
135.042,51.75
132.124,44.77
132.33,45.43
135.462,52.72
132.092,49.37
136.85,55.62
136.739,57.73
134.561,52.13
135.656,53.54
136.4,53.96
134.357,50.66
131.793,51.85
136.251,54.1
136.563,55.43
136.886,56.02
136.279,54.74
136.937,55.48
136.457,54.41
135.344,52.64
129.227,41.67
137.628,56.9
137.233,56.66
137.84,57.63
135.068,51.01
130.694,48.81
136.885,55.1
136.798,54.75
134.653,54.21
136.162,55.56
136.689,56.17
135.697,53.1
133.257,48.73
136.361,55.22
136.525,54.39
134.534,49.59
134.63,50.91
134.128,49.78
133.749,51.54
124.873,29.13
128.348,34.87
132.799,44.75
131.294,42.35
135.306,51.19
136.249,53.65
137.328,56.54
134.167,51.26
135.35,53.33
136.559,58.05
136.057,54.83
136.019,53.68
137.278,57.01
135.123,53.02
135.374,52.72
131.379,44.78
131.188,45.03
135.576,52.92
127.661,34.96
130.59,39.31
129.711,37.39
129.236,36.6
122.382,27.18
125.998,33.33
129.704,43.72
137.471,57.76
136.558,58.49
135.6,52.66
133.03,49.7
130.924,47.76
135.004,52.17
142.065,69.15
132.399,50.68
133.128,50.33
137.183,56.88
136.076,53.98
134.828,54.13
133.445,47.13
132.86,45.99
133.608,47.07
136.382,54.71
139.024,64.71
137.09,57.02
133.822,54.05
136.68,56.58
138.896,61.13
139.066,62.3
135.611,56.44
135.882,55.56
137.885,60.77
135.384,57.58
137.624,57.12
137.565,58.69
137.856,60.09
137.194,58.5
132.315,50.0
138.382,58.6
136.523,57.01
137.973,58.92
129.794,47.17
135.668,51.98
131.36,44.44
133.781,51.11
133.707,50.36
127.502,31.4
134.154,53.48
134.593,51.79
137.617,58.1
132.154,44.48
136.737,56.68
136.362,60.56
133.384,49.13
126.129,35.71
132.665,48.67
130.061,43.92
137.519,57.58
134.774,54.74
132.16,48.55
126.69,37.2
135.644,54.62
135.917,53.6
132.69,44.3
132.502,49.45
131.412,44.52
134.905,50.77
133.951,47.91
133.314,47.05
